	rna_bhi_rep1	rna_bhi_rep2	rna_bhi_rep3	rna_serum_rep1	rna_serum_rep2	rna_serum_rep3
EFM745_00793	2276.75950104103	2652.25209856479	2509.34284325688	5048.42501755996	4899.73706284311	4604.6801506241
EFM745_00794	1534.55596325673	1413.62769971368	1490.32540552465	3823.16858081639	3722.21960741791	3731.39708209502
EFM745_00795	13.6769693694896	9.97428139631204	18.8523187116966	5.7577840072536	3.95140085713154	9.5731396062871
EFM745_00796	56.5314733938902	58.0321826694519	53.5802742332431	18.4249088232115	14.8177532142433	23.4010079264796
EFM745_00797	132.210703905066	149.614220944681	138.911822086186	52.9716128667331	59.2710128569731	59.5662019946753
EFM745_00798	2.73539387389791	4.53376427105093	0	1.15155680145072	0	2.12736435695269
EFM745_00799	16391.3918903543	15538.1169097457	16359.8437325502	3131.08294314451	3383.38698391888	3433.56607212164
EFM745_00800	362.895587270457	327.337780369877	307.59046319084	211.886451466932	206.460694785123	248.901629763465
EFM745_00801	521.548431956536	567.627286735576	548.701697240434	224.55357628289	280.549460856339	299.958374330329
EFM745_00802	1660.38408145603	1672.05226316358	1666.94186503423	1307.01696964657	1198.26230992514	1240.25342010342
EFM745_00803	107.592159039985	126.945399589426	122.04395797572	110.549452939269	100.760721856854	101.049806955253
EFM745_00804	2106.25328290139	1886.9526896114	1938.81214540291	1448.65845622501	1443.24916306729	1458.30826669107
EFM745_00805	935.504704873086	966.598542588058	1043.82312024762	2845.49685638473	2724.4908909922	2834.71300563946
EFM745_00806	509.695058502978	526.823408296118	466.346831289338	28818.8605131057	31916.4525732657	30396.8456143185
EFM745_00807	43609.4727335965	49321.9147519088	52281.4486967373	10016.2410590184	9852.81803725749	10091.1528272051
EFM745_00808	1061.33282307239	1168.80442907693	1159.91371441965	289.040757164131	311.172817499109	291.448916902518
EFM745_00809	1740.62230175704	1502.48947942628	1552.83572546343	639.11402480515	562.086771926962	564.815236770939
EFM745_00810	2004.1319116092	2021.1521120345	2012.23696564846	1286.28894722045	1212.0922129251	1285.9917537779
EFM745_00811	1343.99019004184	1204.16779039113	1293.86440000276	560.808162306501	532.451265498475	549.92368627227
EFM745_00812	579.903501266358	564.907028172946	573.507379755824	323.587461207652	312.160667713392	306.340467401187
EFM745_00813	7715.63432030805	7813.48934472917	7340.4975699543	4082.2688611428	4189.47275877372	4065.39328613659
EFM745_00814	6223.93286107572	5642.72301174999	5428.47556166802	4109.90622437762	3987.95131506001	4062.20223960116
EFM745_00815	2513.82697011218	2388.38701798963	2101.53742270387	1346.16990089589	1311.86508456767	1404.06047558877
EFM745_00816	2408.05840698813	2849.92422078261	2760.37635031264	457.168050175936	388.225134213174	435.046010996825
EFM745_00817	1194.45532493542	1151.57612484694	1189.68053343812	655.23582002546	716.191405355092	652.037175405999
EFM745_00818	1216.33847592661	1267.64049018584	1193.64944264058	3076.95977347632	3032.70015784846	2966.60959577052
EFM745_00819	2708.03993515893	3028.55453306202	3088.8035868164	2086.6209242287	2115.97515899394	2070.98920149344
EFM745_00820	5540.08439260124	5041.54586940863	4983.95773099222	4240.03214294155	3918.8018000602	3923.92355639923
EFM745_00821	1955.80661983701	1792.65039277354	1816.76818742719	1642.11999886873	1371.13609742464	1430.65253005068
EFM745_00822	4619.16845505561	4486.613122632	4609.88803866014	4484.1621848491	3997.82981720284	4241.96452776366
EFM745_00823	5162.60003800333	5372.51066119535	4355.87784970254	14157.2393170351	13264.8526773906	15129.8153066475
EFM745_00824	28.2657366969451	54.4051712526111	60.5258653375524	82.9120897044518	122.493426571078	78.7124812072495
EFM745_00825	2272.2005112512	2436.44491926277	2468.66152393164	13858.9861054594	13944.4936248172	13858.7151033683
EFM745_00826	763.174890817518	878.64351572967	897.96570705713	1843.6424391226	1965.82192642294	1774.22187369854
EFM745_00827	1078.65698427374	1124.37353922063	1296.84108190461	1833.27842790955	2290.82464692201	2007.16827078486
EFM745_00828	4367.512218657	4322.49085601996	4434.26380645117	6440.65719051388	5811.52281062621	5832.1693845858
EFM745_00829	7132.08362720983	6896.76220912267	7006.11696964684	9372.52080700741	8829.40521526043	9154.04882796742
EFM745_00830	1682.26723244722	1604.04579909782	1710.59986626132	2776.40344829769	2832.16656434903	2780.46521453716
EFM745_00832	818.794566253442	805.196534538645	920.786934971289	798.028863405349	689.519449569454	754.150664539728
EFM745_00833	969.241229317827	976.57282398437	925.748071474367	635.659354400797	571.96527406979	627.572485301043
EFM745_00834	1744.2694935889	1644.84967753728	1627.2527730096	1971.46524408363	1820.60794492336	1775.28555587702
EFM745_00835	1595.64642644045	1577.74996632572	1660.98850123054	2407.90527183346	2258.22558985068	2368.82021146682
EFM745_00836	1461.61212661945	1482.54091663365	1603.43931779483	461.774277381739	514.669961641383	514.822174382551
EFM745_00837	27430.5297674483	25856.9643906577	20225.5612957487	10710.6298102931	11575.6288109668	12238.7271455488
EFM745_00839	20562.8675480486	20273.1803144313	20416.0689374669	26351.0742875968	24765.4048720719	24852.9341000998
EFM745_00840	93.0033917125291	97.0225554004899	94.2615935584832	88.6698737117054	87.9186690711768	111.686628740016
EFM745_00841	7199.55667609931	7055.44395860946	6927.73101289821	7895.07343074613	7967.99982840575	7924.43222964877
EFM745_00842	979.271006855453	958.437766900166	951.545981290373	1043.31046211435	978.959562354339	970.078146770426
EFM745_00843	2852.10401251756	2753.80841823633	2895.31926319636	5527.47264696346	5778.92375355488	5804.51364794541
EFM745_00844	897.209190638516	858.694952937046	887.051206750358	2996.35079737477	2778.82265277776	2867.68715317222
EFM745_00845	2406.2348110722	2215.19722283548	2164.04774264265	10545.9571876857	10328.9618405418	10334.7360460762
EFM745_00846	1991.36674019768	2215.19722283548	2132.29646902295	2470.08933911179	2346.14425892185	2284.78931936719
EFM745_00847	760.43949694362	803.383028830225	793.78184049249	925.851668366379	876.223140068919	883.919890313842
EFM745_00848	5121.56912989486	5217.45592312541	5636.8432947973	1999.10260731845	1859.13410328039	1800.81392816045
EFM745_00849	7.29438366372777	6.3472699794713	8.93004570554052	1.15155680145072	3.95140085713154	2.12736435695269
EFM745_00850	0.911797957965971	2.72025856263056	0.992227300615613	1.15155680145072	1.97570042856577	2.12736435695269
EFM745_00851	37.3837162766048	58.9389355236621	67.4714564418617	18.4249088232115	25.684105571355	15.9552326771452
EFM745_00852	612.728227753133	490.55329412771	506.035923313963	298.253211575736	244.986853142155	246.774265406512
EFM745_00853	795.999617304293	825.145097331269	808.665250001725	499.775651829612	530.475565069909	552.051050629223
EFM745_00854	1302.04748397541	1363.75629273212	1320.65453711938	723.177671311052	691.495149998019	683.94764076029
EFM745_00855	580.815299224324	547.678723942952	600.297516872446	245.281598709003	235.108350999327	287.194188188613
EFM745_00856	745.850729616164	734.46981191025	661.815609510614	1931.16075603286	1823.57149556621	1776.3492380555
EFM745_00857	6975.25437843968	6697.27658119643	6563.58359357228	2912.28715086887	3094.93472134828	2987.88323934005
EFM745_00858	4817.94040989219	5028.85132944969	4723.99417823093	2234.0201948144	2214.76018042223	2010.35931732029
EFM745_00859	26908.9813354917	27537.1774295091	28035.3823788941	7343.47772285124	7230.07571833643	7380.89063644735
EFM745_00860	429.456838201972	429.800852895628	414.751011657326	544.68636708619	530.475565069909	595.662019946753
EFM745_00861	2525.68034356574	2664.03988566953	2620.47230092583	3845.04816004395	3760.74576577494	3813.3006098377
EFM745_00862	573.520915560596	627.472975113449	667.768973314307	886.698737117054	920.676399711649	910.511944775751
EFM745_00863	123.092724325406	165.029019466254	163.717504601576	475.592958999147	508.742860355686	488.230119920642
EFM745_00864	827.912545833102	795.222253142333	751.116066566019	3720.68002548728	3484.14770577574	3279.33215624257
EFM745_00865	7636.30789796501	7560.50529840453	7205.55465707058	6675.57477800982	6752.9440648378	6844.79481849528
EFM745_00866	5468.9641518799	4722.36886472665	4777.57445246418	1627.14976044987	1660.57621020953	1652.96210535224
EFM745_00867	395.720313757232	466.070967064035	470.3157404918	664.448274437065	781.389519497762	650.973493227523
EFM745_00868	605.433844089405	654.675560739754	719.364792946319	1353.0792417046	1204.18941121084	1192.38772207198
EFM745_00869	31.001130570843	31.7363498973565	38.6968647240089	20.728022426113	19.7570042856577	26.5920544619086
EFM745_00870	44.6780999403326	44.4308898562991	50.6035923313963	34.5467040435216	27.6598059999208	38.2925584251484
EFM745_00871	153.182056938283	141.453445256789	126.012867178183	162.369509004551	180.776589213768	195.717520839647
EFM745_00872	426.721444328075	451.562921396672	424.673284663482	739.299466531362	691.495149998019	715.85810611458
EFM745_00873	135.85789573693	139.639939548369	142.880731288648	301.707881980089	243.01115271359	258.474769369752
EFM745_00874	682.936670516512	730.84280049341	720.357020246935	1547.69234114977	1529.19213170991	1550.84861621851
EFM745_00875	12052.1454083942	12259.2985889217	12017.8570650563	6737.75884528816	6542.53196919555	6296.99849657996
EFM745_00876	195.124763004718	200.392380780451	217.297778834819	240.6753715032	205.47284457084	215.927482230698
EFM745_00877	3692.78172976218	3782.06615491068	3581.94055522236	4226.21346132414	3929.66815241732	4262.17448915471
EFM745_00878	7718.36971418195	7279.41191359937	6907.8864668859	15663.4756133327	14763.4214524577	15798.8713969091
EFM745_00879	1759.77005887432	1758.19378431355	1907.06087178321	429.530686941118	483.058754784331	397.817134750153
EFM745_00880	12353.9505324809	12802.4435485936	11963.2845635224	10695.6595718743	9391.49198718739	9947.55573311077
EFM745_00881	2.73539387389791	5.44051712526112	2.97668190184684	0	3.95140085713154	1.06368217847634
EFM745_00882	3099.20125912634	3101.09476139884	2981.64303834992	100585.031936316	99734.3454842143	112122.738433191
EFM745_00883	60.1786652257541	75.2604868994454	76.4015021474022	175.036633820509	225.229848856498	182.953334697931
EFM745_00884	700.260831717866	1201.4475318285	840.416523621424	532.019242270233	760.644664997821	742.450160576488
EFM745_00885	81.1500182589714	89.7685325668084	77.3937294480178	117.458793747973	94.833620571157	104.240853490682
EFM745_00886	37.3837162766048	35.3633613141972	39.6890920246245	19.5764656246622	31.6112068570523	34.037829711243
EFM745_00887	24.6185448650812	21.7620685010445	15.8756368098498	25.3342496319158	23.7084051427892	27.655736640385
EFM745_00888	21.8831509911833	14.508045667363	15.8756368098498	11.5155680145072	18.7691540713748	19.1462792125742
EFM745_00889	24.6185448650812	36.2701141684074	27.7823644172372	35.6982608449723	43.4654094284469	40.4199227821011
EFM745_00890	308.187709792498	325.524274661457	322.473872700074	278.676745951074	318.087768999089	308.46783175814
EFM745_00891	475.958534058237	418.919818645106	428.642193865945	1539.63144353961	1364.22114592466	1515.74710432879
EFM745_00892	423.074252496211	363.607894538284	379.030828835164	1030.64333729839	872.271739211787	1114.73892304321
EFM745_00893	325.511870993852	376.302434497227	351.248464417927	507.836549439767	495.900807570008	548.860004093794
EFM745_00894	2.73539387389791	3.62701141684074	4.96113650307806	2.30311360290144	0.987850214282885	4.25472871390538
EFM745_00895	545.255178863651	586.66909667399	627.087653989067	398.438653301949	385.261583570325	370.161398109768
EFM745_00896	4761.4089364983	4647.1083778272	4412.43480583763	2832.82973156877	2597.0582133497	2680.47908976039
EFM745_00897	2980.66752459076	2839.9499393863	2753.43075920833	1241.37823196388	1333.59778928189	1098.78369036606
EFM745_00898	1502.64303472792	1573.21620205467	1578.63363527944	480.19918620495	434.654094284469	461.638065458734
EFM745_00899	2490.12022320507	2292.27121544335	2197.78347086358	460.622720580288	507.755010141403	520.140585274933
EFM745_00900	2098.95889923767	1877.88516106929	2045.97269386939	628.750013592093	599.625080069711	589.279926875895
EFM745_00901	839.76591928666	890.431302834402	949.561526689141	738.147909729911	752.741863283558	809.462137820498
EFM745_00902	506.047866671114	561.280016756105	521.911560123812	382.316858081639	417.86064064166	398.880816928629
EFM745_00904	55730.9147867961	55736.2844425917	54228.1986605451	19430.217910878	18901.5260000887	19730.2407285577
EFM745_00905	11375.5913235835	11238.294875081	11622.9505994113	2614.03393929313	2714.61238884937	2660.26912836934
EFM745_00906	20552.837770511	21126.4347502431	20431.9445742767	4100.69376996601	4222.07181584505	4595.10701101781
EFM745_00907	89.3561998806652	85.2347682957575	90.2926843560208	58.7293968739867	54.3317617855587	65.9482950655334
EFM745_00908	151.358461022351	141.453445256789	157.764140797882	92.1245441160576	87.9186690711768	99.9861247767764
EFM745_00909	9.11797957965971	15.4147985215732	11.9067276073874	9.21245441160576	7.90280171426308	10.6368217847634
EFM745_00910	420.338858622313	481.485765585609	481.230240798572	560.808162306501	566.038172784093	564.815236770939
EFM745_00911	74.7674325532096	64.3794526489232	107.160548466486	1183.80039189134	1189.37165799659	1124.3120626495
EFM745_00912	334.629850573511	291.97441905568	252.025734356366	960.3983724099	923.639950354497	803.08004474964
EFM745_00913	548.902370695515	448.842662834042	478.253558896725	1343.86678729299	1240.7398691393	1143.45834186207
EFM745_00914	15790.5170360547	14711.1583067061	14042.9929856128	25857.0564197745	24456.2077550014	24154.0949088408
EFM745_00915	23.7067469071153	28.1093384805158	32.7435009203152	33.3951472420709	34.574757499901	20.2099613910505
EFM745_00916	32.824726486775	24.482327063675	26.7901371166215	65.638737682691	68.1616647855191	63.8209307085807
EFM745_00917	3377.29963630596	3449.28785741555	3762.5259239344	2410.20838543636	2457.77133313582	2228.41416390794
EFM745_00918	238.891064987084	297.414936180941	313.543826994534	322.435904406202	434.654094284469	382.925584251484
EFM745_00919	3150.26194477243	3335.03699778506	3270.38118282906	7904.28588515774	7356.52054576464	7409.61005526622
EFM745_00920	1251.89859628728	1218.67583605849	1314.70117331569	3184.05455601124	2939.84223770587	2797.48412939279
EFM745_00921	2559.41686801048	2445.51244780487	2369.43879387008	8740.31612301096	7962.07272712005	8416.91707828331
EFM745_00922	7946.31920367344	8412.8529813621	8199.76641228742	2941.07607090514	3040.60295956272	2980.43746409072
EFM745_00923	6629.68295237058	6771.63031524167	6598.31154909383	7145.40995300172	7021.63932312275	7195.80993739247
EFM745_00924	444.957403487394	470.604731335086	491.152513804728	231.462917091595	281.537311070622	254.220040655846
EFM745_00925	16.4123632433875	19.0418099384139	16.8678641104654	13.8186816174086	15.8056034285262	14.8915504986688
EFM745_00926	7.29438366372777	16.3215513757833	16.8678641104654	3.45467040435216	9.87850214282885	6.38209307085807
EFM745_00927	1225.45645550627	1383.70485552474	1349.42912883723	989.187292446168	1019.46142113994	996.670201232335
EFM745_00928	191.477571172854	178.630312279407	232.181188344053	184.249088232115	242.023302499307	213.800117873745
EFM745_00929	2012.3380932309	1983.06849215768	1967.58673712076	1798.73172386602	1995.45743285143	1779.54028459092
EFM745_00930	191.477571172854	211.273415030973	188.523187116966	236.069144297398	215.351346713669	276.55736640385
EFM745_00931	133.122501863032	158.681749486783	152.803004294804	118.610350549424	147.18968192815	112.750310918493
EFM745_00933	54.7078774779583	55.3119241068213	67.4714564418617	92.1245441160576	101.748572071137	89.3493029920129
EFM745_00934	9.11797957965971	13.6012928131528	10.9145003067717	9.21245441160576	14.8177532142433	14.8915504986688
EFM745_00936	3.64719183186388	7.25402283368149	6.94559110430929	3.45467040435216	2.96355064284865	2.12736435695269
EFM745_00937	4.55898978982986	4.53376427105093	7.9378184049249	8.06089761015504	9.87850214282885	8.50945742781076
EFM745_00939	18.2359591593194	19.9485627926241	30.759046319084	18.4249088232115	16.793453642809	19.1462792125742
EFM745_00940	103.944967208121	123.318388172585	101.207184662793	152.005497791495	140.27473042817	137.215001023448
EFM745_00941	1496.26044902216	1563.24192065836	1623.28386380714	1417.56642258584	1488.69027292431	1355.13109537886
EFM745_00942	1864.62682404041	1825.2934955251	1788.98582300995	2539.18274719884	2514.07879534994	2397.53963028568
EFM745_00943	120.357330451508	136.919680985738	146.849640491111	118.610350549424	121.505576356795	113.813993096969
EFM745_00944	28.2657366969451	42.6173841478787	23.8134552147747	20.728022426113	22.7205549285064	19.1462792125742
EFM745_00945	99.3859774182909	128.758905297846	103.191639264024	109.397896137818	84.9551184283281	101.049806955253
EFM745_00946	235.243873155221	207.646403614133	223.251142638513	232.614473893045	248.938253999287	295.703645616424
EFM745_00947	2107.16508085936	2184.36762579234	2277.16165491283	2358.38832937107	2237.48073535073	2191.18528766127
EFM745_00948	809.676586673782	1091.73043646906	914.833571167595	1826.36908710084	2022.12938863707	2022.05982128353
EFM745_00949	206.978136458275	155.054738069942	237.142324847131	215.341121871285	200.533593499426	190.399109947266
EFM745_00950	415.779868832483	437.96162858352	401.852056749323	251.039382716257	287.46441235632	247.837947584988
EFM745_00951	4092.14923535128	4461.22404271411	3875.63983620458	4439.25146959252	4779.2193367006	4494.05720406256
EFM745_00952	80.2382203010055	88.8617797125982	101.207184662793	90.9729873146069	65.1981141426704	84.0308920996312
EFM745_00953	77.5028264271075	55.3119241068213	68.4636837424773	41.4560448522259	57.2953124284073	61.693566351628
EFM745_00954	29.1775346549111	31.7363498973565	26.7901371166215	27.6373632348173	21.7327047142235	22.3373257480032
EFM745_00955	136.769693694896	93.3955439836491	96.2460481597144	102.488555329114	80.0158673569137	90.4129851704893
EFM745_00956	237.067469071153	182.257323696247	167.686413804039	125.519691358128	139.286880213887	130.83290795259
EFM745_00957	200.595550752514	145.98720952784	159.748595399114	157.763281798749	153.116783213847	152.106551522117
EFM745_00958	11.8533734535576	13.6012928131528	7.9378184049249	8.06089761015504	10.8663523571117	6.38209307085807
EFM745_00959	63.825857057618	50.7781598357704	40.6813193252401	74.8511920942968	74.0887660712164	76.5851168502968
EFM745_00960	320.952881204022	285.627149076209	283.777007976065	510.139663042669	461.326050070107	479.720662492831
EFM745_00961	230.684883365391	213.086920739394	204.398823926816	511.29121984412	513.6821114271	533.968453595125
EFM745_00962	378.396152555878	426.173841478787	399.867602148092	329.345245214906	353.650376713273	333.996204041572
EFM745_00963	1110.56991280255	1141.60184345062	1201.58726104551	2061.28667459679	2183.14897356518	2156.08377577155
EFM745_00964	332.80625465758	329.151286078297	391.929783743167	541.231696681838	519.609212712797	505.249034776264
EFM745_00965	149.534865106419	176.816806570986	145.857413190495	55.2747264696346	68.1616647855191	55.3114732807699
EFM745_00966	18.2359591593194	21.7620685010445	25.7979098160059	6.90934080870432	6.9149514999802	12.7641861417161
EFM745_00967	11.8533734535576	14.508045667363	10.9145003067717	6.90934080870432	5.92710128569731	6.38209307085807
EFM745_00969	451.339989193156	444.308898562991	448.486739878257	142.793043379889	128.420527856775	117.005039632398
EFM745_00970	350.130415858933	369.048411663546	369.108555829008	100.185441726213	91.8700699283083	90.4129851704893
EFM745_00971	1505.37842860182	1354.68876419002	1299.81776380645	541.231696681838	467.253151355805	473.338569421973
EFM745_00972	58.3550693098222	51.6849126899806	57.5491834357056	88.6698737117054	116.56632528538	104.240853490682
EFM745_00973	86.6208060067673	81.6077568789167	74.417047546171	149.702384188594	119.529875928229	120.196086167827
EFM745_00974	1348.54917983167	1495.2354565926	1507.19326963512	619.537559180487	642.102639283875	625.445120944091
EFM745_00975	4032.88236808349	4071.32031540373	4394.57471442655	664.448274437065	642.102639283875	625.445120944091
EFM745_00976	220.655105827765	240.289506365699	246.072370552672	203.825553856777	158.056034285262	213.800117873745
EFM745_00977	624.58160120669	603.897400903984	466.346831289338	170.430406614707	232.144800356478	198.908567375076
EFM745_00978	506.047866671114	495.993811252972	494.129195706575	1435.99133140905	1430.40711028162	1309.39276170438
EFM745_00979	827.912545833102	880.45702143809	809.65747730234	2163.7752299259	2317.49660270765	2105.02703120469
EFM745_00980	469.575948352475	497.807316961392	460.393467485644	1661.69646449339	1540.05848406702	1612.54218257014
EFM745_00981	301.805124086736	280.186631950947	259.963552761291	1232.16577755227	1134.05204599675	1244.50814881732
EFM745_00982	200.595550752514	216.713932156234	199.437687423738	374.255960471484	335.869072856181	358.460894146528
EFM745_00983	50.1488876881284	41.7106312936685	34.7279555215464	114.004123343621	108.663523571117	72.3303881363914
EFM745_00984	11.8533734535576	6.3472699794713	13.8911822086186	14.9702384188594	12.8420527856775	13.8278683201925
EFM745_00985	2100.7824951536	2039.28716911871	1870.34846166043	1242.52978876533	1211.10436271082	1223.2345052478
EFM745_00986	646.464752197874	613.871682300296	711.426974541394	739.299466531362	767.559616497802	792.443222964877
EFM745_00987	50.1488876881284	68.0064640657639	65.4870018406305	84.0636465059025	85.942968642611	77.6487990287732
EFM745_00988	112.151148829814	143.266950965209	123.036185276336	138.186816174086	108.663523571117	144.660776272783
EFM745_00989	92.0915937545631	95.2090496920695	86.3237751535583	70.2449648884939	77.052316714065	78.7124812072495
EFM745_00990	308.187709792498	297.414936180941	301.637099387146	428.379130139668	449.471847498713	462.70174763721
EFM745_00991	1329.40142271439	1418.16146398473	1390.11044816247	2436.69419186972	2413.31807349309	2389.03017285787
EFM745_00992	548.902370695515	448.842662834042	519.927105522581	1155.01147185507	986.862364068602	953.059231914805
EFM745_00993	263.509609852166	219.434190718865	270.878053068062	459.471163778837	410.94568914168	374.416126823673
EFM745_00994	956.476057906304	881.363774292301	848.354342026349	1955.34344886332	1929.27146849447	1952.92047968257
EFM745_00995	1047.6558537029	1086.2899193438	1005.12625552362	1968.01057367928	2032.00789077989	1965.68466582428
EFM745_00996	1072.27439856798	907.659607064396	1055.72984785501	2010.61817533296	1961.87052556581	1944.41102225476
EFM745_00997	611.816429795167	773.460184641288	575.491834357055	485.956970212204	521.584913141363	594.598337768277
EFM745_00998	585.374289014154	612.058176591875	525.880469326275	1266.71248159579	1200.23801035371	1365.76791716363
EFM745_00999	176.888803845398	197.67212221782	157.764140797882	707.055876090742	610.491432426823	655.228221941428
EFM745_01000	419.427060664347	400.784761560902	456.424558283182	77.1543056971982	72.1130656426506	80.8398455642022
EFM745_01001	167.770824265739	189.511346529929	185.54650521512	512.44277664557	522.572763355646	536.095817952078
EFM745_01002	426.721444328075	457.003438521934	443.525603375179	738.147909729911	702.361502355131	695.648144723529
EFM745_01003	127.651714115236	126.945399589426	110.137230368333	34.5467040435216	47.4168102855785	36.1651940681957
EFM745_01004	4.55898978982986	1.81350570842037	0.992227300615613	0	1.97570042856577	0
EFM745_01005	0.911797957965971	1.81350570842037	2.97668190184684	3.45467040435216	1.97570042856577	3.19104653542903
EFM745_01006	323.68827507792	282.906890513578	312.551599693918	177.339747423411	160.031734713827	178.698605984026
EFM745_01007	1372.25592673879	1478.91390521681	1422.85394908279	907.426759543167	899.931545211708	825.417370497643
EFM745_01009	10536.7372022548	10581.8058086329	10795.4330306979	7375.72131329186	7681.52326626371	8042.50095145964
EFM745_01010	9955.01010507247	10186.4615641972	10063.1692828435	367.34661966278	354.638226927556	379.734537716055
EFM745_01011	3345.38670777715	3278.81832082403	3531.33696289097	187.703758636467	202.509293927991	191.462792125742
EFM745_01012	369.278172976218	367.234905955125	348.27178251608	40.3044880507752	48.4046604998614	43.6109693175301
EFM745_01013	335.541648531477	280.186631950947	270.878053068062	33.3951472420709	43.4654094284469	24.4646901049559
EFM745_01014	2382.52806416508	2561.57681314377	2704.81162147816	766.936829766179	726.06990749792	800.952680392687
EFM745_01015	342.836032195205	432.521111458259	408.797647853632	222.250462679989	223.254148427932	191.462792125742
EFM745_01016	61.0904631837201	64.3794526489232	57.5491834357056	64.4871808812403	33.5869072856181	47.8656980314355
EFM745_01017	242.538256818948	217.620685010445	231.188961043438	268.312734738018	272.646659142076	294.639963437947
EFM745_01018	488.723705469761	470.604731335086	429.63442116656	844.091135463378	831.769880426189	916.894037846609
EFM745_01019	83.8854121328693	83.4212625873371	86.3237751535583	76.0027488957475	92.8579201425912	84.0308920996312
EFM745_01020	2155.49037263156	2339.42236386228	2309.90515583315	4175.54496206031	4026.47747341704	4046.24700692401
EFM745_01021	144.064077358623	152.334479507311	144.865185889879	164.672622607453	162.007435142393	172.316512913168
EFM745_01022	430.368636159938	402.598267269322	408.797647853632	597.657979952924	569.001723426942	560.560508057034
EFM745_01023	70.2084427633798	72.5402283368149	85.3315478529427	92.1245441160576	82.9794179997623	79.7761633857258
EFM745_01024	165.947228349807	174.096548008356	159.748595399114	63.3356240797896	63.2224137141046	53.1841089238172
EFM745_01025	377.484354597912	428.894100041418	450.471194479488	1282.8342768161	1321.7435867105	1331.73008745238
EFM745_01026	710.290609255492	748.071104723403	757.069430369713	233.766030694496	303.270015784846	305.276785222711
EFM745_01027	1699.59139364857	1684.74680312253	1888.20855307151	87.5183169102547	108.663523571117	89.3493029920129
EFM745_01028	2893.13492062603	2805.49333092631	2943.93840092652	287.88920036268	259.804606356399	286.130506010137
EFM745_01029	93.915189670495	94.3022968378593	102.199411963408	93.2761009175083	80.0158673569137	80.8398455642022
EFM745_01030	71.1202407213458	91.5820382752288	80.3704113498646	43.7591584551273	68.1616647855191	63.8209307085807
EFM745_01031	144.975875316589	174.096548008356	177.608686810195	146.247713784241	126.444827428209	132.960272309543
EFM745_01032	288.128154717247	307.389217577253	320.489418098843	249.887825914806	211.399945856537	231.882714907843
EFM745_01033	175.065207929466	184.977582258878	169.67086840527	168.127293011805	155.092483642413	154.23391587907
EFM745_01034	2564.88765575828	2466.36776345171	2462.70816012795	3247.39018009103	3035.66370849131	3157.00870571779
EFM745_01035	252.568034356574	237.569247803069	277.823644172372	383.46841488309	401.067186998851	380.798219894531
EFM745_01036	885.355817184958	834.212625873371	829.502023314652	1825.21753029939	1862.09765392324	1827.40598262236
EFM745_01037	766.822082649382	762.579150390766	717.380338345088	172.733520217608	171.885937285222	205.290660445934
EFM745_01038	228.861287449459	221.247696427285	226.22782454036	21.8795792275637	21.7327047142235	20.2099613910505
EFM745_01039	399.367505589095	422.546830061947	480.238013497957	353.527938045371	438.605495141601	333.996204041572
EFM745_01040	568.0501278128	559.466511047685	624.11097208722	491.714754219457	498.864358212857	525.458996167314
EFM745_01041	1824.50771388991	1977.62797503242	1921.94428129244	1252.89379997838	1321.7435867105	1350.87636666496
EFM745_01042	1269.22275748863	1117.11951638695	1139.07694110672	760.027488957475	781.389519497762	753.086982361252
EFM745_01043	1078.65698427374	1185.12598045271	1107.32566748702	2057.83200419244	2180.18542292233	2068.86183713649
EFM745_01044	1139.74744745746	1075.40888509328	1219.44735245659	155.460168195847	151.141082785281	136.151318844972
EFM745_01045	2515.65056602811	2691.24247129583	2723.66394018986	464.07739098464	553.196119998416	599.916748660658
EFM745_01046	6523.00259128856	6317.34713528236	6079.37667087186	2179.89702514621	2435.05077820731	2433.70482435388
EFM745_01047	568.961925770766	601.177142341353	597.320834970599	299.404768377187	297.342914499148	307.404149579664
EFM745_01048	8141.44396667816	8239.66318620796	8294.02800584591	17328.6267482304	16781.5994402376	16899.7824516322
EFM745_01049	22.7949489491493	27.2025856263056	18.8523187116966	143.94460018134	146.201831713867	205.290660445934
EFM745_01050	31.001130570843	51.6849126899806	42.6657739264714	582.687741534064	518.621362498515	681.820276403337
EFM745_01051	1212.69128409474	1301.19034579162	1115.26348589195	3291.14933854616	2949.72073984869	3736.7154929874
EFM745_01052	1826.33130980584	1824.38674267089	1818.75264202842	750.815034545869	777.43811864063	775.424308109255
EFM745_01053	471.399544268407	498.714069815602	558.62397024659	240.6753715032	268.695258284945	278.684730760802
EFM745_01054	164.123632433875	179.537065133617	186.538732515735	88.6698737117054	102.73642228542	109.559264383063
EFM745_01055	1038.53787412324	1007.40242102752	1019.01743773223	823.363113037265	816.952127211946	775.424308109255
EFM745_01056	4898.1786301932	4852.0345228787	4633.70149387491	705.904319289291	733.972709212184	706.284966508293
EFM745_01057	382.043344387742	439.77513429194	371.093010430239	658.690490429812	684.580198498039	656.291904119905
EFM745_01058	373.837162766048	321.897263244616	317.512736196996	80.6089761015504	103.724272499703	106.368217847634
EFM745_01059	1017.56652109002	703.640214867104	853.315478529427	299.404768377187	246.962553570721	284.003141653184
EFM745_01060	1322.10703905066	923.981158440179	1242.26858037075	567.717503115205	559.123221284113	580.770469448084
EFM745_01061	400.279303547061	268.398844846215	323.46610000069	238.372257900299	210.412095642254	229.75535055089
